,Unnamed: 0,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Pied droit
93,70574,"J. Zohminghlua, Jeremy Zohminghlua",19,50,59,2027,70615,165,65,,LB,,100000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
94,70594,"Sim Yeon Won, Yeon-won Sim심연원",18,47,59,2024,70635,184,76,,CB,,100000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
95,70596,"Jung Heon Taek, Heon-taek Jeong정헌택",21,50,57,2024,70637,177,68,,RB,,90000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
96,70606,"Baek Min Gyu, Min-gyu Baek백민규",18,48,58,2027,70647,183,75,,CF,,100000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
97,1683,"C. Sherpa, Cris Nowang Sherpa",17,47,61,2027,70659,167,65,49.0,CAM,14.0,110000,1000,€217K,197.0,,,,,,203.0,,,,,,298.0,,,,,,218.0,,,,,,196.0,,,,,,,43.0,,,,54.0,,,,,,1209.0,253.0,1.0,60.0,46.0,38.0,51.0,17.0,1
98,70632,"Vinicius Zanocelo, Vinicius Nelson de Souza Zanocelo",23,72,79,2027,70673,185,78,,CAM,,4700000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
99,70634,"K. Van Zanten, Kiki Van Zanten",22,69,75,2026,70675,168,61,,CAM,,15000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
100,70635,"N. Dubersarsky, Nicolás Dubersarsky",19,61,75,2029,70676,188,80,,CM,,775000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
101,70640,"G. Siri, Gonzalo Siri Payer",21,62,72,2027,70681,183,70,,GK,,775000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
102,70643,"A. West, Amanda West",23,67,75,2026,70684,165,58,,CF,,20000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
103,70650,"E. Calderón, Elías Calderón",23,58,65,2025,70691,189,81,,CB,,375000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
104,70651,"G. Benítez, Gustavo Óscar Benítez",38,61,61,2024,70692,197,90,,CB,,60000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
105,70652,"T. Nemčík, Tomáš Nemčík",23,67,76,2028,70693,190,80,,CB,,2100000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
106,70660,"T. Ostchega, Tobias Ostchega",25,68,71,2025,70701,176,70,,LB,,1200000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
107,70663,"S. Zeballos, Juan Sebastián Zeballos",22,58,67,2027,70704,167,66,,CF,,450000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
108,70668,"C. Ortíz, Cristian Nicolás Ortíz",19,54,68,2025,70709,180,70,,RM,,250000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
109,70670,"E. Ocampo, Elías Nahuel Ocampo",20,64,77,2026,70711,167,68,,RM,,1400000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
110,70673,"S. Burgos, Santiago Burgos",18,59,75,2026,70714,184,75,,RB,,550000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
111,70683,"A. Aymbetov, Abat Aymbetov",28,61,61,2025,70724,184,71,,CF,,325000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
112,70712,"B. Edet, Blessing Essien Edet",19,62,72,2026,70753,180,78,,CM,,850000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
113,70719,"Kim Dong Min, Dong-min Kim김동민",19,47,59,2027,70760,173,70,,CDM,,110000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
114,70722,"Kim Dong Jin, Dong-jin Kim김동진",20,58,68,2027,70763,181,71,,CM,,450000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
115,70725,"Y. Zague, Yoram Zague",18,66,80,2027,70766,168,58,,RB,,1600000,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
116,70736,"C. Penman, Callum Penman",17,55,70,2027,70777,175,62,,RB,,275000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
117,70758,"J. Anasmo, Joel Anasmo",19,54,69,2026,70799,190,81,,RM,,250000,3000,,,52.0,49.0,40.0,48.0,50.0,,52.0,44.0,36.0,41.0,56.0,,73.0,75.0,53.0,34.0,43.0,,57.0,57.0,56.0,63.0,43.0,,37.0,21.0,50.0,51.0,51.0,42.0,,23.0,24.0,23.0,,10.0,11.0,9.0,7.0,11.0,,,,,,,,,1
118,70762,"A. Ebayilin, Anaïs Ebayilin",16,69,79,2026,70803,167,62,,CAM,,20000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
119,70764,"J. Lauton, Jordan Lauton",21,54,65,2027,70805,172,74,,CAM,,210000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
120,70770,"P. Sanvig, Pernille Sanvig",18,67,77,2026,70811,163,55,,CM,,20000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
121,70781,"Gabriel Pec, Gabriel Fortes Chaves",23,78,84,2028,70822,172,63,,CAM,,22000000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122,70783,"G. Leoni, Giovanni Leoni",17,65,80,2027,70824,193,79,,CB,,1500000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
123,70791,"Matheus Jussa, Matheus Isaias dos Santos",28,71,72,2025,70832,183,83,,CDM,,1800000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
124,70799,"B. Snær Ingason, Birnir Snær Ingason",27,64,64,2026,70840,186,78,,LM,,425000,3000,,,63.0,61.0,56.0,61.0,43.0,,61.0,38.0,37.0,61.0,65.0,,68.0,69.0,60.0,65.0,55.0,,60.0,64.0,56.0,66.0,58.0,,61.0,26.0,61.0,59.0,57.0,62.0,,30.0,12.0,35.0,,14.0,5.0,6.0,13.0,9.0,,,,,,,,,1
125,70802,"E. Guðmundsson, Eggert Aron Guðmundsson",20,60,71,2028,70843,175,73,,CAM,,500000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
126,70812,"O. Semmle, Oliver Semmle",26,55,58,2025,70853,191,91,,GK,,130000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
127,70814,"M. Laszlo, Matyas Laszlo",16,62,77,2026,70855,175,64,,CDM,,850000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
128,70815,"M. Anderson, Markus Adeniyi Anderson Adedeji",20,48,58,2026,70856,185,76,,CF,,100000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
129,70822,"A. Čerin, Adam Gnezda Čerin",24,73,77,2028,70863,180,77,,CM,,4300000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
130,70857,"J. Vallejos, Jeremías Vallejos",21,60,68,2026,70898,175,72,,RB,,525000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
131,2111,"Maestro, António Simão Muanza",20,64,74,2026,70937,173,63,59.0,CM,11.0,1200000,7000,€935K,241.0,,,,,,266.0,,,,,,300.0,,,,,,288.0,,,,,,263.0,,,,,,,165.0,,,,51.0,,,,,,1574.0,331.0,1.0,63.0,45.0,56.0,55.0,54.0,1
132,70902,"J. Iribarren, Juan Martín Iribarren",21,64,72,2026,70943,174,74,,RB,,1300000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
133,70914,"C. Shamoon, Charbel Awni Shamoon",20,55,68,2025,70955,178,74,,RB,,250000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
134,70916,"J. Borja Velázquez, Joaquín Borja Velázquez",22,59,65,2024,70957,177,71,,CM,,350000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
135,70918,"R. Balbarau, Raul Bălbărău",23,51,59,2027,70959,189,79,,GK,,110000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
136,70925,"Jacobo, Jacobo Ramón Naveros",19,65,79,2028,70966,190,78,,CB,,1600000,49000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
137,70928,"J. Gazi, Julfikar Gazi",18,49,59,2026,70969,170,60,,GK,,110000,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
138,70930,"Sorriso, Marcos Vinicios Lopes Moura",23,73,80,2025,70971,176,62,,RM,,4200000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
139,2112,"L. Koumas, Lewis KoumasΛούις Κούμας",18,69,82,2025,70994,182,68,63.0,RM,18.0,2800000,31000,€2M,267.0,,,,,,266.0,,,,,,341.0,,,,,,294.0,,,,,,244.0,,,,,,,66.0,,,,51.0,,,,,,1529.0,328.0,1.0,74.0,60.0,49.0,65.0,26.0,1
140,70959,"L. Cerri, Leonardo Cerri",21,64,74,2025,71000,198,88,,CF,,1300000,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
141,70967,"Min Ji Hoon, Ji-hoon Min민지훈",19,48,56,2027,71008,173,68,,CAM,,100000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
142,70970,"Ham Sun Woo, Sun-woo Ham함선우",19,48,58,2027,71011,191,88,,CB,,90000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
143,70972,"L. Cepeda, Lucas Antonio Cepeda Barturen",21,69,80,2026,71013,177,73,,LM,,3100000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
144,70974,"A. Álvarez, Alex Junior Álvarez Rojas",26,66,67,2024,71015,177,78,,CAM,,1000000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
145,71013,"Y. Caicedo, Yorkaeff Geovanny Caicedo Panezo",18,53,75,2026,71054,164,70,,LB,,300000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
146,71021,"D. Toshevski, David ToshevskiДавид Тошевски",22,62,67,2025,71062,187,80,,CF,,625000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
147,71025,"M. Ponomarenko, Matviy PonomarenkoПономаренко Матвій Русланович",18,65,82,2026,71066,188,89,,CF,,1800000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
148,71031,"C. Martínez, Christian Iván Martínez Giménez",19,58,70,2024,71072,181,71,,CM,,475000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
149,71034,"A. Ruiz Díaz, Armando Marcelo Ruiz Díaz Galeano",30,62,62,2024,71075,184,82,,RB,,350000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
150,71036,"W. Pacius, Woobens Pacius",23,57,66,2025,71077,185,78,,CF,,375000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
151,71061,"Lee Yo Seb, Joseph Lee이요셉",24,46,52,2027,71102,177,70,,CM,,90000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
152,71064,"Kim Yu Seong, Yoo-sung Kim김유성",18,49,59,2027,71105,189,84,,GK,,80000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
153,71073,"D. Cissé, Djaoui Cissé",20,65,73,2027,71114,188,73,,CAM,,1200000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
154,71074,"A. Pereira, Pablo Agustín Pereira Castelnoble",23,65,72,2024,71115,172,68,,RB,,1400000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
155,71076,"C. Yurdakul, Canberk Yurdakul",23,51,60,2027,71117,190,76,,GK,,110000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
156,71088,"B. Blacker, Billy Blacker",18,56,76,2027,71129,175,73,,RM,,400000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
157,71090,"K. Reid, Katie Reid",17,60,72,2027,71131,175,62,,CB,,10000,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
158,71093,"Z. Bawa, Steve Zishim Bawa",22,56,61,2025,71134,180,73,,LM,,220000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
159,71095,"J. Walker, Jamie Walker",23,54,59,2024,71136,187,80,,CB,,150000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,71108,"A. Queally, Adam Queally",18,52,64,2024,71149,183,77,,CB,,170000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
161,71110,"C. Tsawa, Cheveyo Tsawa",17,58,71,2029,71151,183,75,,CM,,475000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
162,71112,"M. Butros, Mario Butros",21,55,65,2025,71153,181,74,,CAM,,275000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
163,71114,"Ángel Gómez, Ángel Gómez Fernández",21,62,73,2026,71155,193,79,,CB,,825000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
164,71126,"E. Mooney, Evan Mooney",16,55,71,2027,71167,180,78,,CAM,,325000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
165,71133,"T. Jørgensen, Thomas Jørgensen",18,65,80,2028,71174,177,72,,CAM,,1700000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
166,71140,"M. Doumbia, Mamadou Doumbia",18,59,77,2030,71181,192,80,,CF,,575000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
167,71166,"Kim Min Su, Min-soo Kim김민수",19,51,63,2027,71207,194,87,,GK,,120000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
168,71177,"N. Petkovic, Nikola PetkovicНикола Петковић",21,63,76,2026,71218,182,74,,CDM,,1100000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
169,71190,"D. Escobar, Dylan Alejandro Escobar Álvarez",23,65,72,2025,71231,183,80,,RB,,1400000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
170,71198,"G. Valles, Gastón Joaquín Valles Velázquez",23,65,74,2025,71239,192,78,,CF,,1600000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
171,71201,"C. Solano, Cristhian Julio Solano Barro",25,65,64,2027,71242,178,74,,RW,,850000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
172,71218,"L. Červ, Lukáš Červ",23,75,79,2027,71259,182,74,,CDM,,5500000,17000,,,64.0,61.0,72.0,74.0,66.0,,68.0,51.0,51.0,74.0,72.0,,69.0,69.0,68.0,74.0,69.0,,79.0,78.0,78.0,76.0,70.0,,89.0,74.0,64.0,63.0,68.0,63.0,,69.0,73.0,70.0,,6.0,12.0,6.0,7.0,13.0,,,,,,,,,1
173,71243,"W. Kallenbach, William Kallenbach",18,55,67,2025,71284,176,67,,RM,,300000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
174,71250,"Fabrício Garcia, Fabrício Garcia Andrade",23,69,78,2026,71291,172,64,,LM,,2300000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
175,71268,"Bruno Oliveira, Bruno de Oliveira Souza",28,62,62,2027,71309,186,80,,CB,,350000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
176,71275,"D. Plaza, Diego Eduardo Plaza Ramos",21,61,70,2024,71316,178,73,,CAM,,725000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
177,71279,"G. Escudero, Gonzalo Escudero",17,49,69,2027,71320,180,74,,CB,,120000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
178,71282,"Jang Nam Ung, Nam-ung Jang장남웅",20,49,55,2027,71323,185,80,,CDM,,70000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
179,71284,"Jin Si Woo, Si-woo Jin진시우",21,50,53,2025,71325,190,83,,CB,,60000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
180,71309,"J. Gadou, Kouakou Henry-Joane Aaron Aimerick Gadou",17,57,80,2029,71350,195,78,,CB,,500000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
181,71311,"Llorenç Serred, Llorenç Serred Martínez",18,60,77,2027,71352,186,76,,GK,,550000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
182,71336,"B. Ngaseh Mbele, Bernadette Ngaseh Mbele",18,60,69,2025,71377,160,62,,CB,,10000,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
183,71343,"J. Esua, Jeannot Esua",27,59,59,2025,71384,175,68,,RB,,220000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
184,71345,"R. McDonald, Rowan Alexander McDonald",22,58,62,2024,71386,180,70,,CDM,,275000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
185,71353,"Sun Minghim, Minghim Sun孫銘謙",24,57,62,2027,71394,179,68,,LB,,230000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
186,71371,"Choi Seok Hyun, Seok-hyeon Choi최석현",21,57,60,2027,71412,178,78,,CB,,200000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
187,71379,"M. Alsalkhadi, Mohammad Alsalkhadi",22,59,67,2027,71420,177,71,,LW,,500000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
188,71382,"A. Gundersen, Andreas Hegdahl Gundersen",24,56,63,2025,71423,182,78,,CF,,300000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
189,71384,"P. Linnehan, Payton Linnehan",23,68,76,2025,71425,168,60,,CF,,20000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
190,71387,"M. Jones, Mya Jones",22,68,75,2025,71428,170,63,,CF,,20000,5000,,,60.0,68.0,68.0,70.0,56.0,,72.0,48.0,51.0,55.0,71.0,,67.0,68.0,66.0,69.0,66.0,,67.0,72.0,65.0,67.0,65.0,,62.0,49.0,68.0,56.0,55.0,55.0,,37.0,60.0,49.0,,9.0,8.0,6.0,15.0,6.0,,,,,,,,,1
191,71390,"He Xin, He Xin和新",19,51,62,2025,71431,172,60,,CAM,,130000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
192,71401,"A. Azócar, Alejandro Esteban Azócar Machuca",23,63,68,2025,71442,180,80,,CAM,,725000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
193,71410,"O. Zmrzlý, Ondřej Zmrzlý",25,67,67,2027,71451,185,73,,LM,,1600000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
194,71412,"J. Ceballos, Julián Darío Ceballos",19,59,76,2028,71453,163,61,,CAM,,575000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
195,71418,"Jo In Jung, In-jung Jo조인정",18,47,53,2027,71459,184,75,,CM,,70000,3000,,,41.0,33.0,47.0,54.0,32.0,,47.0,39.0,32.0,47.0,41.0,,64.0,66.0,58.0,55.0,58.0,,47.0,55.0,62.0,60.0,30.0,,53.0,37.0,54.0,42.0,42.0,41.0,,38.0,44.0,49.0,,13.0,12.0,8.0,13.0,6.0,,,,,,,,,0
196,71430,"Behram Abduweli, Behram Abduweli拜合拉木·阿卜杜外力",21,56,66,2027,71471,183,70,,CF,,325000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
197,71432,"M. Kritzer, Mateo Kritzer",18,56,71,2027,71473,182,70,,CDM,,325000,6000,,,44.0,30.0,48.0,60.0,31.0,,50.0,37.0,40.0,58.0,55.0,,59.0,62.0,61.0,47.0,65.0,,48.0,46.0,54.0,49.0,32.0,,60.0,56.0,37.0,38.0,48.0,41.0,,50.0,57.0,56.0,,5.0,12.0,12.0,13.0,9.0,,,,,,,,,1
198,71440,"C. Mrowka, Cole Mrowka",18,51,74,2026,71481,180,74,,CAM,,190000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
199,71451,"E. Dall'Aglio, Emanuel Tomás Dall'Aglio",19,60,74,2026,71492,182,71,,CB,,550000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
200,71454,"S. Meza, Sam Meza",22,66,72,2025,71495,163,57,,CAM,,15000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201,71461,"O. Wade-Katoa, Olivia Wade-Katoa",24,66,71,2025,71502,173,65,,CAM,,15000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
202,71472,"I. Seydi, Ismaïl Seydi",22,62,71,2028,71513,181,70,,LM,,900000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
203,71490,"C. Dyke, Cori Dyke",23,68,73,2025,71531,168,60,,CB,,15000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204,71498,"J. Alipaz, Jose Andres Alipaz",21,59,66,2024,71539,178,74,,LM,,375000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
205,71499,"J. Calicho, Joel Calicho Laime",29,63,63,2025,71540,177,75,,CM,,475000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
206,71504,"C. Medina, Carlos Damian Medina Rodríguez",18,58,68,2024,71545,175,65,,RM,,400000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
207,71506,"D. Píriz, Diego Gerardo Píriz Tice",18,58,69,2025,71547,191,81,,CF,,425000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
208,71509,"E. Khalfan, Eisa Khalfan Zayed Dawi Al-Harasi",21,56,63,2027,71550,183,78,,CF,,300000,13000,,,30.0,65.0,57.0,45.0,43.0,,50.0,33.0,29.0,34.0,52.0,,55.0,58.0,58.0,52.0,59.0,,58.0,62.0,50.0,64.0,48.0,,42.0,14.0,56.0,46.0,59.0,42.0,,11.0,18.0,13.0,,11.0,13.0,7.0,15.0,9.0,,,,,,,,,1
209,71518,"C. Brown, Courtney Brown",23,69,74,2026,71559,170,63,,CM,,15000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
210,71520,"K. Wiesner, Kate Wiesner",22,71,76,2026,71561,170,63,,LB,,25000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
211,71528,"Yang Haocheng, Yang Haocheng杨皓程",20,49,58,2024,71569,178,68,,RB,,100000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
212,71531,"Yao Boqing, Yao Boqing姚博卿",20,51,59,2024,71572,185,74,,GK,,110000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
